Name,Ascendant
John Hadl,Sagittarius
Mark Chmura,Sagittarius
Charle Young,Sagittarius
Tracy Lawrence,Sagittarius
Cristina Brondo,Sagittarius
Marisa Mell,Sagittarius
Hedwig Bleibtreu,Sagittarius
Ann Dunham,Sagittarius
Stanley Livingston,Sagittarius
Franz Kline,Sagittarius
Mary Kay Ash,Sagittarius
Lisa Cholodenko,Sagittarius
Sam Wilkinson,Sagittarius
Hannah Gordon,Sagittarius
Linda Thompson,Sagittarius
Michael Brown,Sagittarius
Michelle Williams,Sagittarius
Angela Simmons,Sagittarius
Mother Teresa,Sagittarius
Charlie Wilson,Sagittarius
Taryn Manning,Capricorn
Dave Franco,Capricorn
Tara Reid,Capricorn
Tippi Hedren,Capricorn
Jonah Hill,Capricorn
Stephen Moyer,Capricorn
Jamie Brewer,Capricorn
Carmen Electra,Capricorn
Kylie Jenner,Capricorn
Ellen Barkin,Capricorn
Simon Helberg,Capricorn
Dustin Hoffman,Capricorn
Jane Fonda,Capricorn
Shilpa Shetty,Capricorn
Chuck Norris,Capricorn
Johnny Knoxville,Capricorn
Joan Jett,Capricorn
Leslie Nielsen,Capricorn
Clark Gable,Capricorn
Lucille Ball,Capricorn
Denis Leary,Capricorn
Howie Mandel,Capricorn
Jack Benny,Capricorn
Russell Brand,Capricorn
Meredith Salenger,Capricorn
Priscilla Presley,Capricorn
Catherine Deneuve,Capricorn
John Belushi,Capricorn
Michael Landon,Capricorn
Rupert Murdoch,Capricorn
Bono,Capricorn
Billie Joe Armstrong,Capricorn
Dakota Johnson,Capricorn
Mark Hamill,Capricorn
Megan Fox,Capricorn
Zac Efron,Capricorn
Colin Farrell,Capricorn
Candice Bergen,Capricorn
Ariana Grande,Capricorn
Carrie Fisher,Capricorn
Sean Connery,Capricorn
Rebecca Romijn,Capricorn
Meg Ryan,Capricorn
Richard Gere,Capricorn
Val Kilmer,Capricorn
Susan Sarandon,Capricorn
Anthony Hopkins,Capricorn
Mariska Hargitay,Capricorn
Tom Selleck,Capricorn
Paul Newman,Capricorn
Sophia Loren,Capricorn
Sean Young,Capricorn
Willem Dafoe,Capricorn
Naomi Campbell,Capricorn
John Gavin,Capricorn
Agostino Gemelli,Capricorn
Jackie Gleason,Capricorn
Clark Gregg,Capricorn
Archie Griffin,Capricorn
Tommy Hilfiger,Capricorn
Giovanni Grasso,Capricorn
John Greyson,Capricorn
Heinrich Hertz,Capricorn
Lorraine Kelly,Capricorn
Bernard Lama,Capricorn
Gustav Landauer,Capricorn
Tom Laughlin,Capricorn
Marisa Laurito,Capricorn
Nolwenn Leroy,Capricorn
Toni Collette,Capricorn
Alexis Arquette,Capricorn
Dylan McDermott,Capricorn
Zooey Deschanel,Capricorn
Martin Sheen,Capricorn
Rosa Parks,Capricorn
Rob Corddry,Capricorn
Kiefer Sutherland,Capricorn
Shiloh Fernandez,Capricorn
Alan Alda,Capricorn
Christopher Meloni,Capricorn
Charles Bronson,Capricorn
Olivier Magne,Capricorn
Ian Mahinmi,Capricorn
Chiara Mastroianni,Capricorn
Roland Merullo,Capricorn
James Hetfield,Capricorn
Barry White,Capricorn
Antoine Griezmann,Capricorn
Olivier Giroud,Capricorn
Joanne Woodward,Capricorn
Gilles Simon,Capricorn
Novak Djokovic,Capricorn
Leslie Uggams,Capricorn
Lenny Kravitz,Capricorn
F. Scott Fitzgerald,Capricorn
A. R. Rahman,Capricorn
James K. Polk,Capricorn
Casey Wilson,Capricorn
Tennessee Williams,Capricorn
Burt Bacharach,Capricorn
Eva LaRue,Capricorn
Cristiano Ronaldo,Capricorn
Jimmy Shergill,Capricorn
Sonakshi Sinha,Capricorn
Boris Karloff,Capricorn
Hanna Schygulla,Capricorn
Heather Matarazzo,Capricorn
Sal Mineo,Capricorn
Dave Grohl,Capricorn
Lauren Conrad,Capricorn
Spencer Tracy,Capricorn
T. R. Knight,Capricorn
Dennis Rodman,Capricorn
Matthew Davis,Capricorn
Dick Cavett,Capricorn
Harold Pinter,Capricorn
Billie Jean King,Capricorn
Edgar Bergen,Capricorn
Yvette Mimieux,Capricorn
Marie Curie,Capricorn
Ted Kennedy,Capricorn
America Ferrera,Capricorn
Kim Gordon,Capricorn
Thurston Moore,Capricorn
Jim James,Capricorn
Alison Krauss,Capricorn
Shirley Bassey,Capricorn
Gwen Stefani,Capricorn
Shirley Manson,Capricorn
Marilyn McCoo,Capricorn
Lorde,Capricorn
Michael Hutchence,Capricorn
Trent Reznor,Capricorn
Brendon Urie,Capricorn
Paul Weller,Capricorn
Immortal Technique,Capricorn
Adrian Smith,Capricorn
Ray Bradbury,Capricorn
Cyd Charisse,Capricorn
Lois Lowry,Capricorn
Ingeborg Bachmann,Capricorn
Jay Mohr,Capricorn
Rachel Luttrell,Capricorn
Alfie Deyes,Capricorn
François Ozon,Capricorn
Nate Silver,Capricorn
Ernest Shackleton,Capricorn
George Negus,Capricorn
Paul Nicholas,Capricorn
Luciana Paluzzi,Capricorn
Monica Bellucci,Capricorn
Daniel Day-Lewis,Capricorn
Francis Ford Coppola,Capricorn
Kara Hayward,Capricorn
Elijah Wood,Capricorn
Gisele Bündchen,Capricorn
James Earl Jones,Capricorn
Amy Jo Johnson,Capricorn
Rachel Hunter,Capricorn
Elinor Donahue,Capricorn
Thierry Henry,Capricorn
Maurice White,Capricorn
David Lloyd George,Capricorn
Mario Vargas Llosa,Capricorn
Elizabeth II,Capricorn
Jo Ann Pflug,Capricorn
Giovanna Ralli,Capricorn
Eros Ramazzotti,Capricorn
Paolo Rossi,Capricorn
John Legend,Capricorn
Paula Vogel,Capricorn
Karl Wallenda,Capricorn
Robert Anton Wilson,Capricorn
Wendy Wilson,Capricorn
Sophia de Mello Breyner Andresen,Capricorn
Luca Badoer,Capricorn
Jean Baratte,Capricorn
Daniel Balavoine,Capricorn
Conrad Bain,Capricorn
Jean-Pierre Bel,Capricorn
Ivan Basso,Capricorn
Roberto Benigni,Capricorn
Iris Berben,Capricorn
Jacques Bertin,Capricorn
Benazir Bhutto,Capricorn
Amedeo Biavati,Capricorn
Wolf Biermann,Capricorn
Herman van Veen,Capricorn
Michel Boujenah,Capricorn
Carole Bouquet,Capricorn
Donna Brazile,Capricorn
Thierry Breton,Capricorn
Jack Bruce,Capricorn
Elden Campbell,Capricorn
Erskine Caldwell,Capricorn
Ruth Buzzi,Capricorn
Georgia Carroll,Capricorn
Andrea Casiraghi,Capricorn
Charlotte Casiraghi,Capricorn
Dorival Caymmi,Capricorn
Oleg Cassini,Capricorn
Gustave Choquet,Capricorn
"Henrik, Prince Consort of Denmark",Capricorn
"Frederik, Crown Prince of Denmark",Capricorn
Abdullah II of Jordan,Capricorn
Baudouin of Belgium,Capricorn
"Prince Bertil, Duke of Halland",Capricorn
Bhumibol Adulyadej,Capricorn
Florence Henderson,Capricorn
Robbie Coltrane,Capricorn
Ava DuVernay,Capricorn
Marla Maples,Capricorn
Tiffany Trump,Capricorn
Eva Amurri,Capricorn
Diane Sawyer,Capricorn
Drake (musician),Capricorn
Graham Hancock,Capricorn
Kevin Jonas,Capricorn
Emmanuel Macron,Capricorn
Juan Pablo Raba,Capricorn
Wade Boggs,Capricorn
J. Edgar Hoover,Capricorn
Matthew Koma,Capricorn
Nancy Olson,Capricorn
Martha Hyer,Capricorn
Billy Ray Cyrus,Capricorn
Bradford Dillman,Capricorn
Mathieu Kassovitz,Capricorn
Marion Ross,Capricorn
Cindy Williams,Capricorn
Willie Nelson,Capricorn
Monica Vitti,Capricorn
Kim Hunter,Capricorn
Troy Aikman,Capricorn
Len Dawson,Capricorn
Boomer Esiason,Capricorn
Merle Haggard,Capricorn
Cassandra Wilson,Capricorn
Skeeter Davis,Capricorn
Bettina Zimmermann,Capricorn
Zeke Bratkowski,Capricorn
Tommy Thompson,Capricorn
Larry Hagman,Capricorn
Lily Pons,Capricorn
Sylvia Tyson,Capricorn
Gigliola Cinquetti,Capricorn
Rita Coolidge,Capricorn
Dieter Bohlen,Capricorn
Sabrina Ferilli,Capricorn
Nino Manfredi,Capricorn
Nicolas Duvauchelle,Capricorn
Claude Chabrol,Capricorn
Enoch Powell,Capricorn
Evan Spiegel,Capricorn
Charles Aznavour,Capricorn
Logan Paul,Capricorn
Titus Brandsma,Capricorn
Nick Lachey,Capricorn
Jaclyn Dahm,Capricorn
Rose Kennedy,Capricorn
George Washington Carver,Capricorn
Grandma Moses,Capricorn
Reggie Miller,Capricorn
Franco Harris,Capricorn
Francis X. Bushman,Capricorn
Patrick Henry,Capricorn
Cannonball Adderley,Capricorn
Ellison Onizuka,Capricorn
Isac Elliot,Capricorn
Bobby Brown,Capricorn
Paolo Maldini,Capricorn
Peter Schmeichel,Capricorn
Sooraj Pancholi,Capricorn
Zachary Taylor,Capricorn
Bob Kerrey,Capricorn
Martyna Wojciechowska,Capricorn
Joyce Jonathan,Capricorn
Olivia Rodrigo,Capricorn
Jim Jones,Capricorn
Tiffany Haddish,Capricorn
Pattie Boyd,Capricorn
Alex Kazemi,Capricorn
Larry King,Capricorn
Sonam Kapoor,Capricorn
George Segal,Capricorn
Brandon Lee,Capricorn
James Joyce,Capricorn
Mitch Hedberg,Capricorn
Arturo Toscanini,Capricorn
Brian Aldiss,Capricorn
Joseph Wambaugh,Capricorn
J. J. Watt,Capricorn
Bettina Tietjen,Capricorn
Robert Kardashian,Capricorn
John Arlott,Capricorn
Patrick Blanc,Capricorn
Graham Chapman,Capricorn
Anwar Hadid,Capricorn
Trey Smith,Capricorn
Simone Signoret,Capricorn
Elle Fanning,Aquarius
Henry Cavill,Aquarius
Haley Joel Osment,Aquarius
Shia LaBeouf,Aquarius
Christoph Waltz,Aquarius
Hilary Duff,Aquarius
Michael C. Hall,Aquarius
Michael J. Fox,Aquarius
H. Jon Benjamin,Aquarius
Rene Russo,Aquarius
James Cromwell,Aquarius
Tina Majorino,Aquarius
Zendaya,Aquarius
Tyler Hoechlin,Aquarius
Brooklyn Decker,Aquarius
Christina Aguilera,Aquarius
Alan Ritchson,Aquarius
Deepika Padukone,Aquarius
Alia Bhatt,Aquarius
Adam Brody,Aquarius
Christopher Mintz-Plasse,Aquarius
Boyd Holbrook,Aquarius
Gabriel Byrne,Aquarius
Ann Sheridan,Aquarius
Dick Sargent,Aquarius
Bill Engvall,Aquarius
David Bowie,Aquarius
Stefanie Powers,Aquarius
Cameron Crowe,Aquarius
Barack Obama,Aquarius
Jim Morrison,Aquarius
Matt Damon,Aquarius
Ian Somerhalder,Aquarius
Audrey Hepburn,Aquarius
George Clooney,Aquarius
Orlando Bloom,Aquarius
Ryan Phillippe,Aquarius
Kim Basinger,Aquarius
Amy Poehler,Aquarius
John Slattery,Aquarius
Kirk Douglas,Aquarius
Casey Affleck,Aquarius
Herschelle Gibbs,Aquarius
Hippolyte Girardot,Aquarius
Uschi Glas,Aquarius
Ari Graynor,Aquarius
Whoopi Goldberg,Aquarius
Wayne Gretzky,Aquarius
Germaine Greer,Aquarius
Charles Hermite,Aquarius
Katharine Houghton,Aquarius
Thor Heyerdahl,Aquarius
Janis Joplin,Aquarius
Jim Knipfel,Aquarius
Frank Langella,Aquarius
Steve Lawrence,Aquarius
Peggy Lipton,Aquarius
Abraham Lincoln,Aquarius
William Shatner,Aquarius
Regina King,Aquarius
Roseanne Barr,Aquarius
Jenny McCarthy,Aquarius
George Takei,Aquarius
Filippo Magnini,Aquarius
Nicolas Mahut,Aquarius
Florent Manaudou,Aquarius
Cesare Maldini,Aquarius
Pietro Mennea,Aquarius
Mario Monti,Aquarius
Kim Novak,Aquarius
George Strait,Aquarius
Bruno Mars,Aquarius
Mike Mills,Aquarius
Jo-Wilfried Tsonga,Aquarius
Anna May Wong,Aquarius
Serge Dassault,Aquarius
Truman Capote,Aquarius
Alan Arkin,Aquarius
Henry Winkler,Aquarius
Ron Jeremy,Aquarius
J. K. Rowling,Aquarius
Carl Jung,Aquarius
Manly Palmer Hall,Aquarius
Josie Davis,Aquarius
Robert Louis Stevenson,Aquarius
Swoosie Kurtz,Aquarius
John Coltrane,Aquarius
Gianluigi Buffon,Aquarius
Shashi Kapoor,Aquarius
Margaret Sullavan,Aquarius
Mary Pickford,Aquarius
Ralph Bellamy,Aquarius
Charles Boyer,Aquarius
Charlotte Rampling,Aquarius
Dean Martin,Aquarius
Laurence Harvey,Aquarius
Anthony Rapp,Aquarius
Bérénice Bejo,Aquarius
Tori Spelling,Aquarius
Phil Hartman,Aquarius
Ralph Nader,Aquarius
Nina Simone,Aquarius
Odetta,Aquarius
James Arness,Aquarius
G. Hannelius,Aquarius
Sean Maguire,Aquarius
Nicole Eggert,Aquarius
Dyan Cannon,Aquarius
Todd Haynes,Aquarius
Sunil Gavaskar,Aquarius
Billie Holiday,Aquarius
Cyndi Lauper,Aquarius
LeAnn Rimes,Aquarius
Belinda Carlisle,Aquarius
Tammy Wynette,Aquarius
Aaliyah,Aquarius
KT Tunstall,Aquarius
Mary Chapin Carpenter,Aquarius
JoJo (singer),Aquarius
Amerie,Aquarius
Mac Miller,Aquarius
Orelsan,Aquarius
Edna St. Vincent Millay,Aquarius
Jon Lovitz,Aquarius
Phil McGraw,Aquarius
Jay Leno,Aquarius
Meghan Trainor,Aquarius
Jo Dee Messina,Aquarius
Holly Madison,Aquarius
Clare Grogan,Aquarius
Bonnie McKee,Aquarius
"""Weird Al"" Yankovic",Aquarius
Guy Pearce,Aquarius
Carlo Petrini,Aquarius
Russell Crowe,Aquarius
Alicia Silverstone,Aquarius
Amaury Leveaux,Aquarius
Alan Cumming,Aquarius
Matt Dillon,Aquarius
Thierry Lhermitte,Aquarius
Carlo Levi,Aquarius
David Attenborough,Aquarius
Sylvia Plath,Aquarius
Gertrude Stein,Aquarius
Henry David Thoreau,Aquarius
Caroline Rhea,Aquarius
Condoleezza Rice,Aquarius
Mathilde Seigner,Aquarius
Gilberto Simoni,Aquarius
Julie Taymor,Aquarius
Lauralee Bell,Aquarius
Khloé Kardashian,Aquarius
Russell Wilson,Aquarius
Garry Shandling,Aquarius
Rolonda Watts,Aquarius
Jesse Colin Young,Aquarius
Gloria Allred,Aquarius
Diana Barrymore,Aquarius
Jean-Marc Barr,Aquarius
Daniel Barenboim,Aquarius
Guy Bedos,Aquarius
Pippo Barzizza,Aquarius
Albert Batteux,Aquarius
Skip Battin,Aquarius
Philippe Bercovici,Aquarius
Antonio Berni,Aquarius
Yogi Berra,Aquarius
Steve Beuerlein,Aquarius
Jimmy Carl Black,Aquarius
Marcel Bonin,Aquarius
Victor Borge,Aquarius
Clara Bow,Aquarius
Jacques Brel,Aquarius
Jimmy Briand,Aquarius
Bill Brubaker,Aquarius
Eric Cantona,Aquarius
Primo Carnera,Aquarius
Leslie Caron,Aquarius
Sergio Castellitto,Aquarius
Marie-Anne Chazel,Aquarius
Marcel Cerdan,Aquarius
Susie Castillo,Aquarius
Camilo Cienfuegos,Aquarius
Jacques Chirac,Aquarius
Martha Coakley,Aquarius
Cody Simpson,Aquarius
Michael Kors,Aquarius
Michael York,Aquarius
Phyllis Logan,Aquarius
Paul Verhoeven,Aquarius
Susan Anton,Aquarius
Phil Jackson,Aquarius
Karl Marx,Aquarius
Vincent Auriol,Aquarius
Ireland Baldwin,Aquarius
Maluma (singer),Aquarius
Rana Daggubati,Aquarius
Adam Goldberg,Aquarius
Diane Ladd,Aquarius
Patrick McGoohan,Aquarius
Tiger Shroff,Aquarius
Dabney Coleman,Aquarius
Rick Springfield,Aquarius
Harvey Korman,Aquarius
Merle Oberon,Aquarius
Gloria DeHaven,Aquarius
Simon Rex,Aquarius
Judy Holliday,Aquarius
Jackson Wang,Aquarius
Sheila E.,Aquarius
Marie Bäumer,Aquarius
Mercedes McCambridge,Aquarius
Mary Martin,Aquarius
Rainer Werner Fassbinder,Aquarius
Xavier Naidoo,Aquarius
Ronan Farrow,Aquarius
Pietro Germi,Aquarius
Audrey Fleurot,Aquarius
Walter Slezak,Aquarius
Harry Houdini,Aquarius
Ruth Graham,Aquarius
Barbara Schöneberger,Aquarius
Jamie-Lee Kriewitz,Aquarius
Jessica Drake,Aquarius
SZA (singer),Aquarius
Warren G. Harding,Aquarius
Jacek Malczewski,Aquarius
Piotr Trochowski,Aquarius
Patrick Vieira,Aquarius
James Arnold Taylor,Aquarius
Leslie Grantham,Aquarius
Evel Knievel,Aquarius
Rex Allen,Aquarius
Michele Mouton,Aquarius
Paul Hornung,Aquarius
Cory Booker,Aquarius
Andy Gibb,Aquarius
Enrico Letta,Aquarius
Roberto Mancini,Aquarius
Franco Corelli,Aquarius
Peter Dinklage,Pisces
Morgan Freeman,Pisces
Andrew Garfield,Pisces
Milo Ventimiglia,Pisces
Adam Driver,Pisces
Mena Suvari,Pisces
Eric Dane,Pisces
Krysten Ritter,Pisces
Beau Garrett,Pisces
David Carradine,Pisces
John Stamos,Pisces
Kourtney Kardashian,Pisces
Joyce DeWitt,Pisces
Bettie Page,Pisces
Kajol,Pisces
Sunny Leone,Pisces
Salman Khan,Pisces
Ellen DeGeneres,Pisces
Richard Pryor,Pisces
Steven Wright,Pisces
Kaley Cuoco,Pisces
Michael Jackson,Pisces
James Coburn,Pisces
Luke Goss,Pisces
Penelope Ann Miller,Pisces
Ryan Gosling,Pisces
Demi Moore,Pisces
Ellen Pompeo,Pisces
Gwyneth Paltrow,Pisces
Robert Redford,Pisces
Allison Janney,Pisces
Antonio Banderas,Pisces
Laura Dern,Pisces
Allen Ginsberg,Pisces
Ellen Glasgow,Pisces
Michel Jazy,Pisces
Wolfgang Joop,Pisces
Aamir Khan,Pisces
Maggie Kirkpatrick,Pisces
Alexandra Lamy,Pisces
Martin Landau,Pisces
Michael Lewis,Pisces
Jeannie Longo,Pisces
Jenna Elfman,Pisces
Sam Shepard,Pisces
Mireille Mathieu,Pisces
Stefano Mei,Pisces
Zubin Mehta,Pisces
Maria Menounos,Pisces
Daniel Morelon,Pisces
Jason Alexander,Pisces
Whitney Houston,Pisces
Ringo Starr,Pisces
Mark Knopfler,Pisces
Jay-Z,Pisces
Ivica Olić,Pisces
Norman Mailer,Pisces
Vladimir Nabokov,Pisces
Garrett Wang,Pisces
Miranda Otto,Pisces
Johnny Cash,Pisces
Michael Nesmith,Pisces
Carol Burnett,Pisces
Mario Balotelli,Pisces
Madeline Kahn,Pisces
Martin Balsam,Pisces
Bela Lugosi,Pisces
Pauline Collins,Pisces
Vincent Price,Pisces
Dana Ashbrook,Pisces
James Hong,Pisces
Gloria Stuart,Pisces
Mike Farrell,Pisces
Harry Shearer,Pisces
Julie Kavner,Pisces
Mario Lopez,Pisces
Zayn Malik,Pisces
Esai Morales,Pisces
Dirk Benedict,Pisces
Gil Hodges,Pisces
Frank Capra,Pisces
Robin Williamson,Pisces
Jason Loewenstein,Pisces
Yuvraj Singh,Pisces
Brandy Norwood,Pisces
Carl Wilson,Pisces
W. Somerset Maugham,Pisces
Pablo Neruda,Pisces
Lynn Anderson,Pisces
Tony Romo,Pisces
Sean Hannity,Pisces
Andrew Breitbart,Pisces
Angela Rippon,Pisces
Deepak Chopra,Pisces
Wayne Dyer,Pisces
Lene Lovich,Pisces
Serge Gainsbourg,Pisces
Franck Passi,Pisces
Mary Tyler Moore,Pisces
Robert Carlyle,Pisces
Charlotte Gainsbourg,Pisces
Thomas Hobbes,Pisces
John Cameron Mitchell,Pisces
Brian De Palma,Pisces
Joyce Carol Oates,Pisces
Didier Pironi,Pisces
Nina Proll,Pisces
Moana Pozzi,Pisces
Marco Risi,Pisces
Susan Tedeschi,Pisces
Mark Volman,Pisces
Lawrence Welk,Pisces
George C. Wolfe,Pisces
Jo Anne Worley,Pisces
Peter Yarrow,Pisces
Benigno Zaccagnini,Pisces
Rafael Alberti,Pisces
Alain Altinoglu,Pisces
Willeke van Ammelrooy,Pisces
Tom Ammiano,Pisces
Joe Arroyo,Pisces
Jean-Louis Aubert,Pisces
Jacques Auxiette,Pisces
Howard Baker,Pisces
Bianca Beauchamp,Pisces
Eduard van Beinum,Pisces
Joh Bjelke-Petersen,Pisces
Richard Bohringer,Pisces
Tina Brown,Pisces
Patrick de Carolis,Pisces
Henri Cartan,Pisces
Adolfo Bioy Casares,Pisces
Clotilde Courau,Pisces
"Georg Friedrich, Prince of Prussia",Pisces
Tony Hawk,Pisces
Jerry Goldsmith,Pisces
Cung Le,Pisces
Milana Vayntrub,Pisces
John Madden,Pisces
Kellyanne Conway,Pisces
Luis Fonsi,Pisces
Billie Eilish,Pisces
Ingrid Nilsen,Pisces
Thalía,Pisces
Keir Dullea,Pisces
Tony Dow,Pisces
Myrna Loy,Pisces
Tadanobu Asano,Pisces
Ludivine Sagnier,Pisces
Phylicia Rashad,Pisces
Slim Pickens,Pisces
Susannah York,Pisces
Leigh Taylor-Young,Pisces
Diane McBain,Pisces
Barry Livingston,Pisces
Mark Brunell,Pisces
Ashlee Simpson,Pisces
Phyllis McGuire,Pisces
Ramon Novarro,Pisces
Andreas Gabalier,Pisces
Anna Galiena,Pisces
Carlo Ponti,Pisces
Pier Paolo Pasolini,Pisces
Jean Gabin,Pisces
Ronald Wayne,Pisces
Tim Vine,Pisces
Barron Trump,Pisces
Howie Long,Pisces
Konrad Adenauer,Pisces
Alexander Graham Bell,Pisces
Michelle Mone,Pisces
Billy Williams,Pisces
Helen O'Connell,Pisces
Sierra Watts,Pisces
Lee Tae-yong,Pisces
Brad Renfro,Pisces
Terry Mills,Pisces
Shirley Jones,Pisces
Elisabeth Kübler-Ross,Pisces
Rosemary Clooney,Pisces
